"","subject","activity","tBodyAcc_mean_X","tBodyAcc_mean_Y","tBodyAcc_mean_Z","tBodyAcc_std_X","tBodyAcc_std_Y","tBodyAcc_std_Z","tGravityAcc_mean_X","tGravityAcc_mean_Y","tGravityAcc_mean_Z","tGravityAcc_std_X","tGravityAcc_std_Y","tGravityAcc_std_Z","tBodyAccJerk_mean_X","tBodyAccJerk_mean_Y","tBodyAccJerk_mean_Z","tBodyAccJerk_std_X","tBodyAccJerk_std_Y","tBodyAccJerk_std_Z","tBodyGyro_mean_X","tBodyGyro_mean_Y","tBodyGyro_mean_Z","tBodyGyro_std_X","tBodyGyro_std_Y","tBodyGyro_std_Z","tBodyGyroJerk_mean_X","tBodyGyroJerk_mean_Y","tBodyGyroJerk_mean_Z","tBodyGyroJerk_std_X","tBodyGyroJerk_std_Y","tBodyGyroJerk_std_Z","tBodyAccMag_mean","tBodyAccMag_std","tGravityAccMag_mean","tGravityAccMag_std","tBodyAccJerkMag_mean","tBodyAccJerkMag_std","tBodyGyroMag_mean","tBodyGyroMag_std","tBodyGyroJerkMag_mean","tBodyGyroJerkMag_std","fBodyAcc_mean_X","fBodyAcc_mean_Y","fBodyAcc_mean_Z","fBodyAcc_std_X","fBodyAcc_std_Y","fBodyAcc_std_Z","fBodyAccJerk_mean_X","fBodyAccJerk_mean_Y","fBodyAccJerk_mean_Z","fBodyAccJerk_std_X","fBodyAccJerk_std_Y","fBodyAccJerk_std_Z","fBodyGyro_mean_X","fBodyGyro_mean_Y","fBodyGyro_mean_Z","fBodyGyro_std_X","fBodyGyro_std_Y","fBodyGyro_std_Z","fBodyAccMag_mean","fBodyAccMag_std","fBodyBodyAccJerkMag_mean","fBodyBodyAccJerkMag_std","fBodyBodyGyroMag_mean","fBodyBodyGyroMag_std","fBodyBodyGyroJerkMag_mean","fBodyBodyGyroJerkMag_std"
"11",2,"STANDING",0.279625987555556,-0.00983213924074074,-0.104577667907407,-0.974358703333333,-0.927915020469074,-0.920541341481481,0.804642387037037,0.204348318685185,0.333968985512963,-0.959692956666667,-0.949436561425926,-0.922156072796296,0.0786201365555556,-0.0030782173787037,-0.0159886149711111,-0.984144456296296,-0.966782042222222,-0.981790236666667,-0.0379894471703704,-0.081188489512963,0.0831302666111111,-0.970422192962963,-0.949892270740741,-0.945335397037037,-0.0979301957592593,-0.0406331663962963,-0.0485981804907407,-0.984748989259259,-0.981629361481481,-0.979175175,-0.93880246,-0.917781363707407,-0.93880246,-0.917781363707407,-0.981461444814815,-0.972198407777778,-0.931100406296296,-0.919928806666667,-0.985832576851852,-0.976994280185185,-0.976361431666667,-0.939599476851852,-0.948342564074074,-0.973670706851852,-0.926819584555556,-0.912750291481481,-0.983661280925926,-0.965259331111111,-0.97862177037037,-0.986257725740741,-0.97146315537037,-0.983672245925926,-0.973152917962963,-0.961351665185185,-0.9487914,-0.970628392037037,-0.944758368888889,-0.949473082777778,-0.939819208148148,-0.919979317203704,-0.972320467592593,-0.970839972592593,-0.949891159814815,-0.91722105462963,-0.978429726111111,-0.976572198703704
"12",2,"LAYING",0.279069609375,-0.0129652504048542,-0.112297598083333,-0.718026680166667,-0.684021821372917,-0.764777902395833,-0.0636943029166667,0.431847688333333,0.586922080104167,-0.944694580833333,-0.9785692575,-0.957515334375,0.0767529582270833,0.0227331512447917,-0.00411488745625,-0.708807546354167,-0.675753060791667,-0.814270189791667,-0.0140670597354167,-0.0947909932708333,0.104315434020833,-0.80521126875,-0.854559442083333,-0.736823047770833,-0.116154290666667,-0.0364475326708333,-0.063653643625,-0.782796291458333,-0.914535926875,-0.791792900208333,-0.698105440858333,-0.727710101833333,-0.698105440858333,-0.727710101833333,-0.727504654629167,-0.684368300395833,-0.768072052708333,-0.794316119583333,-0.859170724791667,-0.859426659791667,-0.7378242255125,-0.679437114322917,-0.781631284,-0.710823893625,-0.706451089729167,-0.77442477125,-0.720603177975,-0.696230559958333,-0.799023618958333,-0.7232265940625,-0.675657094020833,-0.828177539791667,-0.755666289166667,-0.864169499583333,-0.732827410004167,-0.821360572291667,-0.850094857291667,-0.763320245416667,-0.7046160865,-0.786844423541667,-0.700869107104167,-0.666271941958333,-0.823173755208333,-0.81156802875,-0.875135114375,-0.850407434791667
"13",3,"WALKING",0.276169157413793,-0.0256596344933448,-0.110009602431034,-0.446359405224138,-0.365269107374138,-0.567824062758621,0.949267841724138,-0.170455085862069,0.110868573586207,-0.971238427586207,-0.943687827758621,-0.928848422413793,0.070504238137931,0.0163903259896552,0.00886922890362069,-0.555259454396552,-0.510587438568965,-0.801404891896552,0.0197545177155172,-0.0837332384431034,0.0941999146689655,-0.606259498103448,-0.704331818965517,-0.543202002413793,-0.118309713489655,-0.0392950613793103,-0.0716901444206896,-0.66965975362069,-0.883077735344828,-0.680806376724138,-0.412910253862069,-0.446072516741379,-0.412910253862069,-0.446072516741379,-0.580879747586207,-0.593631927068966,-0.513891758448276,-0.628908155172414,-0.777194025689655,-0.819776780172414,-0.501444212603448,-0.399253780889655,-0.658797962758621,-0.426862146357759,-0.389202162198276,-0.555741384137931,-0.576576095112069,-0.523845650965517,-0.774491162586207,-0.573188090275862,-0.530304013655172,-0.827912592413793,-0.550028807931034,-0.777049166724138,-0.538191323448276,-0.626388519827586,-0.670149327413793,-0.589007607068965,-0.478151481258621,-0.516203251551724,-0.564451349724138,-0.637092446206897,-0.681794452586207,-0.658095522413793,-0.809596037241379,-0.847813988793103
"14",3,"WALKING_UPSTAIRS",0.248605384338983,-0.0151835933762712,-0.104098279762712,-0.94666637559322,-0.873750783118644,-0.922830331525424,0.234013266271186,0.224945339057627,0.408458131,-0.918182892372881,-0.928173422423729,-0.948727028813559,0.094880699338983,-0.00433678331355932,-0.0159971554391525,-0.967650310169492,-0.941344238135593,-0.965777560508475,-0.0260587148338983,-0.1268709499,0.137038731881356,-0.953262384576271,-0.935380839322034,-0.931053902372881,-0.104180447084746,-0.0357078245067797,-0.0618110049789831,-0.957096962542373,-0.970302134067797,-0.967358070338983,-0.910559985254237,-0.876061129576271,-0.910559985254237,-0.876061129576271,-0.960527175932203,-0.95044295779661,-0.901665413728814,-0.903412911355932,-0.969682229152542,-0.961575103559322,-0.948179479661017,-0.89299055220339,-0.93895014559322,-0.946605463728814,-0.872104565084746,-0.920194532033898,-0.96701576440678,-0.940922864745763,-0.962086218305085,-0.97146616220339,-0.946410581186441,-0.968134651186441,-0.942226778305085,-0.945269833389831,-0.934408114745763,-0.957058517627119,-0.930770523050848,-0.936458616610169,-0.896329010338983,-0.884672489520339,-0.949621182881356,-0.950716809152542,-0.92525913220339,-0.906314233050847,-0.96285321220339,-0.962427251186441
"15",3,"WALKING_DOWNSTAIRS",0.280216237755102,-0.00849154061204082,-0.102662807959184,-0.957590655510204,-0.862677551836735,-0.899252467142857,0.962105210408163,-0.0296370042040816,0.110863272371429,-0.971047707959184,-0.932492404081633,-0.918860716326531,0.0683942762489796,-0.00271210831346939,-0.00985201255693877,-0.960868970612245,-0.93305347244898,-0.965834499795918,-0.0451777142197959,-0.0362335278163265,0.0662145492355102,-0.92325982755102,-0.933924099183673,-0.910077994285714,-0.0924202554489796,-0.0468356561693878,-0.0438953607053061,-0.944961633061224,-0.973527692244898,-0.955184664693878,-0.903135764081633,-0.888131713061225,-0.903135764081633,-0.888131713061225,-0.95306443755102,-0.95083292755102,-0.894714237959184,-0.891376336530612,-0.964420865102041,-0.961283772040816,-0.957464060816327,-0.88687819244898,-0.928420206734694,-0.957967794081633,-0.860194210632653,-0.892165894081633,-0.962480885510204,-0.932816933673469,-0.960673175714286,-0.962952055306122,-0.938409898979592,-0.969780164285714,-0.917457554693878,-0.94676045244898,-0.915715092857143,-0.926245392244898,-0.927650590612245,-0.91660282755102,-0.908792396326531,-0.895493625714286,-0.948131080408163,-0.953883418979592,-0.919179724285714,-0.893043726938776,-0.961899115714286,-0.962964193469388
"16",3,"SITTING",0.282605440576923,-0.0142139425201923,-0.110370403865385,-0.455597193146154,-0.191235314215385,-0.621413997692308,0.801432513846154,0.0344428780192308,0.164953565961538,-0.980563749615385,-0.964515155576923,-0.958422261153846,0.0780373378653846,0.00286986929615385,-0.00246200625615385,-0.358559290423077,-0.299616517017308,-0.772714223846154,-0.0492384350076923,-0.0730881639826923,0.0746777527173077,-0.541502737307692,-0.705981903461538,-0.691776636153846,-0.116119431388462,-0.0350449123653846,-0.0499632992115385,-0.548850932115385,-0.835782870192308,-0.654045084423077,-0.361900924330769,-0.527876193865385,-0.361900924330769,-0.527876193865385,-0.425797491730769,-0.377628914769231,-0.537941159684615,-0.584501021346154,-0.714515503653846,-0.756897727692308,-0.449948508923077,-0.238654133663462,-0.659409071730769,-0.458902236788462,-0.219388066444423,-0.630142480769231,-0.40936096,-0.347630768134615,-0.750081148461539,-0.364453157057692,-0.29463753325,-0.794119010384615,-0.436972789807692,-0.7317066175,-0.628271447307692,-0.576372084615385,-0.693500807884615,-0.744626037884615,-0.458296859576923,-0.646477023653846,-0.378612011269231,-0.38088373475,-0.640592673865385,-0.62056988,-0.751182783461538,-0.782065189807692
"17",3,"STANDING",0.271879710147541,-0.0151644613360656,-0.111662459016393,-0.895931824590164,-0.829576746903279,-0.919697639508197,-0.0812559642622951,0.68474704833352,0.281030117868852,-0.950864646393443,-0.975816504590164,-0.975149836557377,0.0864508048360656,0.0108604688318525,-0.0023991783742623,-0.889841214754098,-0.851907186885246,-0.956309061147541,-0.0164498507863934,-0.0920127618918033,0.141137259327869,-0.911882068852459,-0.92457631295082,-0.92764177442623,-0.103092016836066,-0.0371412171442623,-0.0647848522491803,-0.911435536393443,-0.965919478852459,-0.942730494098361,-0.87519180852459,-0.894233107377049,-0.87519180852459,-0.894233107377049,-0.892524843442623,-0.88439841,-0.882470273442623,-0.89883467,-0.946601784098361,-0.951720344754098,-0.899771279344262,-0.841092095016393,-0.928972918360656,-0.894554079344262,-0.83426944924918,-0.920248372295082,-0.900223330491803,-0.862083920983607,-0.950190113278689,-0.889239070163934,-0.85077274847541,-0.961136867213115,-0.887832366885246,-0.937027762295082,-0.921521185409836,-0.919691367868852,-0.918853169344262,-0.93658556,-0.889245239508197,-0.913703478688525,-0.884303107213115,-0.88464663147541,-0.917352903934426,-0.904341546065574,-0.950174824754098,-0.957374087868852
"18",3,"LAYING",0.273036912258065,-0.0166368926270968,-0.107643517629032,-0.113402940183871,-0.156367914832097,-0.456198480967742,0.95081004483871,-0.108999307891935,0.133291520548387,-0.959296416612903,-0.937597532903226,-0.943294148064516,0.0839803971145161,0.00726733201290323,-0.0161247703532258,-0.227911011384032,-0.174096830945161,-0.659662513064516,-0.0483803454016129,-0.0791614684596774,0.0649361892645161,-0.413132168193548,-0.643674516612903,-0.499478891612903,-0.108634096814516,-0.0405935852677419,-0.0565737163032258,-0.430831939354839,-0.815226969516129,-0.424098807209677,-0.111340017253226,-0.18976837383871,-0.111340017253226,-0.18976837383871,-0.284353825139194,-0.284967454532258,-0.355105470096774,-0.449696393596774,-0.621253275806452,-0.673344228064516,-0.184493896774194,-0.118404028901613,-0.519864888709677,-0.0898836054129032,-0.235144524977419,-0.467228250967742,-0.257574881964516,-0.202272849721935,-0.623653514516129,-0.268116580295161,-0.201627132182258,-0.694790694193548,-0.284012867170968,-0.697936356129032,-0.365910217193548,-0.456609409080645,-0.62012884,-0.601052737903226,-0.161512072787097,-0.335370554403226,-0.251523854275806,-0.337449166225806,-0.494324401290323,-0.516806855,-0.661213660967742,-0.714687518387097
"19",4,"WALKING",0.27572535535,-0.01774994679835,-0.10966863255,-0.726514274,-0.676177533665,-0.559651095216667,0.0897819541666667,0.217793054833333,0.524323044166667,-0.964401974333333,-0.982051805,-0.963772690333333,0.0806455881666667,0.01444068121,0.00742343746116667,-0.724317055,-0.67339475445,-0.639203569843333,-0.0413622275766667,-0.0782226831066667,0.102563459488333,-0.812251697833333,-0.5085399132,-0.727006293833333,-0.0914903327333333,-0.04625989622,-0.0607769169096667,-0.761246475,-0.5180676651,-0.769302225666667,-0.653245282216667,-0.690587394666667,-0.653245282216667,-0.690587394666667,-0.662479069661667,-0.647809763656667,-0.617729748883333,-0.551397788365,-0.62109500981,-0.540966056671667,-0.723518308666667,-0.663939480616667,-0.591104676476667,-0.7289604775,-0.70413438485,-0.577540656666667,-0.740929944833333,-0.703106820183333,-0.649752642433333,-0.731624450666667,-0.663127654486667,-0.629967427906667,-0.754120590666667,-0.5397453842,-0.711607442716667,-0.831156392333333,-0.495004629383333,-0.757616862166667,-0.65797524921,-0.760222579833333,-0.646487619453333,-0.651426087625,-0.543553480235,-0.638061551448333,-0.5781743093,-0.527180380493333
"20",4,"WALKING_UPSTAIRS",0.28247176,-0.0166714213894038,-0.106436054057692,-0.107908680925,0.0334527955775,0.168030937698077,0.908609810576923,-0.141679309384615,-0.203248030115385,-0.954394817307692,-0.94379005,-0.916808764807692,0.0494476123882692,0.0234121150711538,0.00256198553846154,-0.0207223349057692,-0.130382372865385,-0.0758375804751923,-0.0359898060980769,-0.080601137625,0.0802140575471154,-0.4786259025,0.0913344227884615,-0.136448989286538,-0.0920615558961538,-0.0504320916730769,-0.0569771622326923,-0.379184048846154,0.0346477606480769,-0.402529291923077,0.0380122981076923,9.76651884615375e-05,0.0380122981076923,9.76651884615375e-05,-0.0124553403865385,0.0686216503903846,-0.0306975985659615,-0.0478111426211538,-0.139017653569231,-0.0314281240576923,-4.74342884615205e-06,0.0198747933653846,0.152033301582692,-0.157107095365385,-0.0272047088838462,0.0767375053,-0.0337547818653846,-0.130779829675,0.0121158857692308,-0.100084360440385,-0.197051202076923,-0.166570297503846,-0.300375868442308,0.147237821938462,-0.144029389880769,-0.537378012692308,0.0425451135288462,-0.2160681085,0.115822862634615,-0.228928824505769,0.116237549634615,-0.00628144769230769,0.00523339971153846,-0.265722075134615,-0.0484686788461538,-0.0868198714423077
